3212	1999	4551	3359
4028	1575	5425	2881
3167	1774	4278	3023
3926	1406	5191	2949
2588	2296	3740	3119
2688	1822	3863	2896
2899	2155	4309	3216
2708	2346	3826	3213
2886	2087	4031	3150
3686	1608	4815	2982
2466	2043	3790	3433
2729	2276	4242	3632
2637	2597	3634	3578
2549	2335	4066	3484
2871	1979	3939	3039
3132	2012	4521	3372
2889	2080	4018	3353
2689	2244	3660	3262
3664	1696	4940	2814
2712	1877	3968	3013
3554	1449	4698	2825
4766	1433	6086	3163
3405	2025	4712	3497
3277	1967	4654	3181
3067	1976	4158	3182
2955	1946	4501	3228
2843	2037	4195	3190
2446	2028	3625	3313
2584	1663	3744	2809
2865	1942	4115	3192
3188	1952	4267	3395
2703	2357	3831	3904
2899	2053	3975	3351
2526	2112	3584	3540
2766	2363	4067	3514
3570	1617	5013	3058
2856	1752	3890	3351
3475	1543	4629	2871
2487	2261	4136	3820
2859	1959	4203	3252
2677	2432	4099	3800
2911	2167	4413	3438
2347	2061	3489	3336
2638	2182	3982	3680
2874	2251	4195	3842
2433	2668	3869	4048
2700	2292	3949	3983
2318	2395	3402	3966
2599	2684	3823	3990
3323	1932	4869	3568
2511	2137	3815	3760
3185	1915	4323	3282
2770	1911	4111	3134
3020	1925	4479	3263
2519	2404	3822	3665
2797	1998	4189	3399
2418	2087	3753	3468
2713	2357	3965	3436
3511	1528	4927	2914
2727	1866	3970	3057
3388	1570	4708	2869
2721	2264	3943	3834
2940	1928	4305	3451
3654	1647	5029	3246
3420	2009	4783	3591
2658	2324	3769	3694
3268	1976	4698	3327
4488	1434	5765	2971
3538	1759	4840	3080
2713	2186	3815	3283
2566	2470	3596	3779
2598	2584	3879	3771
2815	2326	3996	3546
2257	2629	3707	3756
2520	2201	3602	3425
2642	2555	3932	3731
2513	2412	4012	3491
3390	1961	4598	3263
2105	2293	3062	3454
2338	2587	3574	3641
2614	2586	3696	3799
2205	2961	3357	4076
2454	2583	3577	3740
2111	2733	3056	3767
2304	2459	3377	3533
2413	2275	3368	3219
2735	2204	3891	3438
2213	2617	3199	3770
2466	2141	3445	3373
2089	2375	3141	3427
2377	2574	3468	3525
3207	1823	4406	2839
2362	1956	3454	3161
3115	1624	4272	2795
2410	2656	3403	3672
2613	2357	3913	3396
3367	1952	4665	3260
2908	2311	4011	3702
2646	2407	3841	3681
2366	2585	3161	3560
4220	1576	5318	2997
3282	1929	4493	3022
2280	2387	3626	3806
2483	2654	4019	4126
2292	2584	3989	3972
2721	2385	3733	3610
2475	2653	3434	3889
2689	2292	3974	3527
3318	1909	4564	3341
2295	2448	3280	3651
2500	2452	3838	3700
2068	2887	3376	4007
2318	2394	3601	3667
2045	2653	3028	3564
2259	2887	3293	3977
2113	2334	3362	3596
2973	1982	3873	3222
2341	2586	3817	3908
2448	2639	3730	4157
2144	2909	3124	4029
2715	2341	3864	3537
2379	2588	3405	3583
3371	2025	4401	3007
2547	2233	3806	3296
3282	1860	4641	3182
2863	2246	4179	3447
2238	2737	3661	3850
2293	2651	3426	3791
2508	2730	3646	3854
3385	1996	4627	3209
2536	2272	3857	3564
3303	1913	4565	3327
2222	2503	3426	3564
2552	2696	3687	3833
3391	1880	4484	3018
4102	1399	5275	2838
3130	1833	4349	2974
3406	2015	4906	3318
3602	1570	5150	3027
3374	1872	4971	3486
3598	1464	5320	3126
3737	1705	5542	3234
4566	1488	6285	3012
4474	1402	6024	3123
3311	1665	4780	3066
3442	1929	5191	3129
4293	1505	5655	2992
3186	1885	4661	3465
3447	1839	4864	3303
3406	1698	4838	3161
4229	1386	5599	2978
3300	1969	4835	3245
3032	1977	4366	3321
3158	1624	4589	2967
3304	1894	4826	3064
3329	2015	4648	3261
4132	1592	5651	2920
3375	1720	4636	3230
4030	1588	5440	2931
3386	1859	5057	3407
3034	1954	4325	3432
3321	1861	4905	3206
3352	1932	4964	3390
3117	2021	4527	3422
4146	1448	5675	2915
3300	1790	4775	3068
4044	1566	5636	2967
3465	1897	5048	3222
3391	1991	4701	3398
3093	1997	4473	3449
2777	2023	3927	3414
2933	2295	4387	3579
2926	2135	4080	3495
3002	2002	4370	3237
3369	1949	4839	3482
2812	2404	4151	3802
3056	2004	4415	3253
2785	2122	4055	3377
3856	1605	5234	2942
2995	1759	4341	3190
3787	1555	5153	2905
2928	2180	4169	3647
2721	2414	3864	3722
2832	2111	4086	3630
3124	2016	4476	3270
2936	2280	4101	3508
4797	1366	6063	3008
3385	2003	4876	3215
2935	2025	4385	3361
3109	1627	4530	3012
3344	1898	4971	3256
3318	1788	4534	3408
4052	1467	5405	3175
3407	1949	4835	3345
2872	1926	4461	3676
3258	1842	4802	3314
3258	2016	4844	3610
4076	1552	5722	3128
3172	1782	4673	3199
3997	1400	5582	3066
3370	1963	5000	3530
5098	1409	6597	3212
2642	2211	4003	3675
2794	2374	4271	3604
2936	2129	4254	3390
2697	2321	3984	3588
2873	1940	4246	3285
3754	1593	5049	3068
2807	2329	4317	4060
2593	2582	3890	4016
2627	2220	4213	3835
4717	1403	6158	3108
3445	2023	4923	3543
3144	1974	4627	3354
2668	2381	4374	3874
2939	2009	4349	3347
2549	2079	3788	3556
2750	2352	4281	3827
2603	2699	4059	4301
2455	2483	3655	4021
2741	2150	4024	3832
3430	1916	4720	3457
2863	2032	4236	3335
3204	1951	4697	3568
2648	2364	4087	3928
2884	2044	4188	3464
2532	2146	3867	3599
3650	1598	5267	3072
2850	1793	4164	3338
3553	1538	5057	2964
2779	2299	3896	3913
4630	1474	6086	3187
3733	1662	5127	3338
2674	2271	4317	3959
2718	2297	4101	3804
2491	2727	4081	4225
2732	2370	4234	3922
2396	2482	3704	3967
2582	2207	4014	3813
3401	1936	4654	3484
2824	2361	4430	4128
2512	2679	3751	4392
2748	2381	4189	3832
2634	2339	4065	3739
3385	1964	4947	3545
4548	1386	6115	3083
3620	1754	5132	3156
2436	2559	3774	4036
2463	2705	4169	4159
2460	2708	3639	4111
2705	2321	4162	3678
2447	2600	3562	3988
2260	2943	3643	4421
2478	2534	3806	3938
2147	2745	3275	4027
2346	2382	3523	3855
2565	2734	4045	4079
2448	2687	3548	3866
2672	2330	3985	3606
2458	2691	3856	4200
2402	2719	3523	3990
2664	2296	3955	3776
2335	2516	3502	3768
3451	1927	4808	3278
4306	1500	5669	2953
3360	1812	4697	3169
2607	2667	4098	4364
2466	2576	4100	4177
2457	2598	3937	4048
2221	3029	3867	4477
2468	2608	3908	4145
2174	2859	3443	4146
3777	1644	5531	3182
4692	1448	6521	3232
3390	1882	4943	3465
4209	1560	5870	3243
2606	2611	3969	4183
2872	2271	4266	4028
